0	1.663194	0.000112	1.663345	1.663224	1.663116	1.663141	1.663152	1.663229	1.663030	1.663407	1.663064	1.663228	
1	1.720157	0.000214	1.720234	1.720257	1.720436	1.720315	1.719820	1.720223	1.720034	1.720427	1.719984	1.719836	
2	2.922073	0.000410	2.921990	2.921761	2.922311	2.922446	2.922366	2.922540	2.921309	2.921515	2.922494	2.922001	
3	6.536078	0.001390	6.537838	6.538224	6.537207	6.535098	6.536006	6.535034	6.534165	6.534132	6.536074	6.537002	
4	15.632768	0.002672	15.633284	15.633855	15.631252	15.634107	15.629655	15.636257	15.628476	15.630307	15.633344	15.637146	
0	4.579703	0.010319	4.569439	4.572330	4.590905	4.585632	4.581236	4.571341	4.581658	4.579031	4.600749	4.564708	
1	8.425545	0.018990	8.470677	8.416248	8.443713	8.416555	8.413576	8.405240	8.431259	8.405612	8.432826	8.419747	
0	20.782276	1.307599	21.141405	21.958781	20.066679	20.497979	19.975031	22.306414	20.719668	18.794237	19.213688	23.148874	
2	7.255006	0.020495	7.253598	7.232627	7.258911	7.251841	7.269027	7.258135	7.237385	7.219793	7.294146	7.274594	
3	5.572126	0.020905	5.608082	5.573187	5.567122	5.552001	5.575530	5.579955	5.533794	5.589772	5.551039	5.590776	
4	4.939731	0.021022	4.933695	4.922686	4.954900	4.907287	4.935082	4.931603	4.919289	4.956166	4.982468	4.954129	
1	27.474204	0.313408	26.971998	27.961604	27.760802	27.469151	27.394433	27.200315	27.013080	27.653494	27.748481	27.568681	
0	21.741935	1.100253	23.323243	21.929283	21.493313	19.368282	21.083513	21.393858	22.453319	20.867160	22.771203	22.736181	
1	27.204553	0.423173	26.662149	27.395046	26.598828	27.591802	27.572504	27.628029	26.624563	27.599350	26.926068	27.447190	
2	37.244646	1.819343	36.216695	40.726569	36.578200	40.778253	36.524743	36.822340	35.307615	35.788494	37.087697	36.615852	
3	29.025904	0.637236	29.196002	28.796689	30.531919	28.508572	27.912198	29.116737	29.310382	28.706710	29.045651	29.134177	
2	34.948800	0.661563	35.097542	35.581083	35.340695	35.200016	33.450033	34.438582	35.626576	34.726037	35.611216	34.416223	
0	1.297293	0.003294	1.301521	1.296868	1.293363	1.294002	1.300079	1.298404	1.294190	1.300907	1.292796	1.300800	
1	1.352622	0.000209	1.352568	1.352804	1.352926	1.352716	1.352246	1.352670	1.352811	1.352707	1.352345	1.352428	
2	2.510063	0.000066	2.509984	2.510029	2.509920	2.510077	2.510125	2.510075	2.510048	2.510122	2.510129	2.510123	
3	2.485171	0.000006	2.485182	2.485161	2.485177	2.485168	2.485166	2.485168	2.485179	2.485169	2.485168	2.485167	
4	2.495073	0.000688	2.494645	2.494802	2.495788	2.494204	2.494980	2.495364	2.495750	2.493762	2.495951	2.495487	
4	21.742034	0.453328	21.141222	21.933685	21.340831	21.968795	21.132564	22.534170	21.812591	22.241622	21.359811	21.955049	
0	1.299467	0.004459	1.304699	1.305068	1.288556	1.300167	1.301042	1.297768	1.298362	1.296669	1.301574	1.300762	
1	1.352888	0.000538	1.352649	1.352924	1.352866	1.353468	1.353113	1.353272	1.352922	1.352050	1.353699	1.351917	
2	2.510260	0.000601	2.509547	2.510128	2.511603	2.509747	2.510041	2.511176	2.510079	2.510039	2.510158	2.510078	
3	2.485165	0.000005	2.485177	2.485161	2.485165	2.485164	2.485162	2.485159	2.485166	2.485159	2.485169	2.485169	
4	2.494968	0.001004	2.494596	2.494478	2.494805	2.494702	2.494044	2.495044	2.496204	2.495839	2.496780	2.493186	
