0	0.033923	0.000855	0.036067	0.033384	0.034597	0.033769	0.034112	0.033730	0.034048	0.033478	0.033148	0.032898	
1	0.062168	0.000120	0.062405	0.062323	0.061972	0.062067	0.062215	0.062122	0.062197	0.062077	0.062183	0.062120	
2	0.121976	0.000016	0.121997	0.121977	0.121971	0.121968	0.121948	0.122003	0.121970	0.121991	0.121965	0.121972	
3	0.123419	0.000017	0.123422	0.123440	0.123399	0.123426	0.123422	0.123412	0.123427	0.123388	0.123409	0.123446	
4	0.150472	0.000129	0.150315	0.150354	0.150580	0.150578	0.150260	0.150542	0.150542	0.150654	0.150535	0.150362	
0	0.068612	0.000011	0.068603	0.068591	0.068607	0.068622	0.068622	0.068618	0.068614	0.068605	0.068610	0.068629	
1	0.062298	0.000008	0.062297	0.062305	0.062289	0.062304	0.062287	0.062290	0.062292	0.062303	0.062312	0.062297	
2	0.115766	0.000061	0.115683	0.115737	0.115752	0.115765	0.115854	0.115853	0.115707	0.115844	0.115758	0.115705	
3	0.310314	0.000151	0.310104	0.310472	0.310205	0.310263	0.310549	0.310234	0.310287	0.310422	0.310489	0.310114	
4	0.817293	0.000214	0.817450	0.816929	0.817412	0.817142	0.817055	0.817457	0.817535	0.817376	0.817526	0.817045	
0	0.160187	0.001668	0.158666	0.161558	0.163278	0.157867	0.160321	0.161700	0.158643	0.160333	0.158408	0.161093	
1	0.136521	0.001247	0.137007	0.135180	0.137164	0.137611	0.134831	0.136948	0.139026	0.136635	0.135632	0.135180	
2	0.150427	0.001821	0.149874	0.153260	0.146783	0.148134	0.152159	0.151303	0.151099	0.151458	0.149466	0.150738	
3	0.177260	0.001237	0.176374	0.177455	0.178772	0.176722	0.176345	0.176814	0.180325	0.176384	0.176514	0.176890	
4	0.188028	0.001131	0.187447	0.187743	0.187918	0.189424	0.186243	0.188745	0.187803	0.187308	0.187260	0.190387	
0	0.171821	0.001396	0.172909	0.172956	0.170505	0.173289	0.173412	0.170428	0.170285	0.170688	0.173453	0.170285	
1	0.391763	0.000304	0.391611	0.391566	0.391881	0.391577	0.391668	0.391645	0.392032	0.392545	0.391654	0.391456	
2	0.375432	0.000212	0.375246	0.375747	0.375634	0.375513	0.375295	0.375369	0.375162	0.375588	0.375650	0.375115	
3	0.323914	0.000136	0.323842	0.324001	0.323740	0.324242	0.323784	0.323902	0.323820	0.323926	0.323994	0.323885	
4	0.294001	0.000157	0.294067	0.293851	0.293841	0.294282	0.294047	0.294238	0.293935	0.293817	0.293880	0.294050	
0	0.034331	0.000761	0.036060	0.034655	0.034717	0.034899	0.033927	0.034552	0.033700	0.033519	0.033591	0.033695	
1	0.062099	0.000047	0.062161	0.062103	0.062043	0.062067	0.062119	0.062068	0.062063	0.062043	0.062141	0.062179	
2	0.121973	0.000015	0.121994	0.121982	0.121960	0.121957	0.121968	0.121990	0.121965	0.121996	0.121961	0.121958	
3	0.123412	0.000021	0.123466	0.123397	0.123411	0.123397	0.123406	0.123433	0.123404	0.123408	0.123392	0.123408	
4	0.150401	0.000139	0.150363	0.150485	0.150208	0.150155	0.150459	0.150516	0.150276	0.150557	0.150579	0.150410	
