0	1.880854	0.000120	1.880623	1.881004	1.880856	1.880825	1.880895	1.881045	1.880937	1.880851	1.880745	1.880754	
1	2.593599	0.000338	2.593374	2.593740	2.592996	2.593187	2.594146	2.593535	2.593772	2.593715	2.594028	2.593499	
2	4.754487	0.000697	4.753589	4.754006	4.755540	4.755491	4.755134	4.754469	4.754289	4.754566	4.754414	4.753377	
3	12.726839	0.001277	12.726323	12.726112	12.726522	12.727995	12.726895	12.730188	12.726615	12.726091	12.726139	12.725515	
4	32.452354	0.004652	32.456158	32.452654	32.446180	32.448821	32.450371	32.460358	32.458598	32.446330	32.450061	32.454013	

0	3.534525	0.004446	3.539666	3.524902	3.534845	3.534116	3.533701	3.531950	3.531855	3.536896	3.535191	3.542129	
1	17.599896	0.015293	17.591494	17.620059	17.578799	17.592112	17.605981	17.617931	17.622524	17.601182	17.583352	17.585529	
2	11.216210	0.009055	11.216649	11.212045	11.231130	11.215134	11.202057	11.217358	11.230878	11.220362	11.205273	11.211212	
3	8.064277	0.009110	8.073540	8.051176	8.049621	8.067431	8.056356	8.057806	8.070885	8.074936	8.072536	8.068478	
4	5.278947	0.007535	5.263516	5.289293	5.282777	5.275901	5.272374	5.283837	5.285106	5.272722	5.277691	5.286252	

0	5.143932	0.004751	5.144453	5.142336	5.140351	5.142836	5.140104	5.143849	5.157366	5.142808	5.140491	5.144729	
1	10.703562	0.005792	10.700866	10.700266	10.702939	10.718767	10.706352	10.700625	10.707247	10.700809	10.700340	10.697414	
2	7.549658	0.002425	7.546192	7.550519	7.547144	7.548547	7.550147	7.549688	7.553250	7.554313	7.547901	7.548880	
3	3.219244	0.001845	3.216996	3.217214	3.221942	3.218805	3.218198	3.219693	3.221664	3.221916	3.217829	3.218187	
4	2.401768	0.000731	2.401983	2.403436	2.401768	2.401273	2.401296	2.401159	2.400918	2.401205	2.402203	2.402437	

0	1.047290	0.000666	1.048368	1.046878	1.047187	1.047005	1.046974	1.046887	1.047078	1.046887	1.046822	1.048813	
1	0.702766	0.000090	0.702807	0.702728	0.702766	0.702667	0.702912	0.702808	0.702630	0.702860	0.702828	0.702651	
2	0.471930	0.006474	0.476054	0.475219	0.475964	0.478141	0.468312	0.479785	0.458589	0.463554	0.469238	0.474443	
3	0.916506	0.016887	0.919504	0.930905	0.945507	0.917920	0.897267	0.912828	0.910048	0.888214	0.937525	0.905339	
4	1.995352	0.053879	2.080635	2.014876	1.961357	2.043675	1.939328	1.905639	2.063143	2.013575	1.964089	1.967201	
